Title	Content
"means and examples of aeronautical research in france at onera ."	"means and examples of aeronautical research in france at onera .cosmonautics is currently very much to the forefront in the news .it embraces and extends aeronautics, and i would like to proposeincluding both, at least on certain occasions, under a generaldenomination of /aerocosmonautics/ .in your country, the sciences and technology of space are subjects whichhave been backed by initial advances and abundantly treated .since france has not yet launched any artificial satellite or builtany circumlunar space vehicle, i propose to confine myself here to thefield of aeronautics, where there is still so much progress of manifestutility to accomplish .i shall accordingly content myself with presenting some examples ofaeronautical research and experiments undertaken in my country byonera, a body whose mission is akin to that of the illustrious naca,now nasa, but bearing in mind the considerable difference between thescales of the respective resources ."
"tumbling bodies entering the atmosphere ."	"tumbling bodies entering the atmosphere .the equations of motion of a tumbling flat plate entering an exponential atmosphere were linearized and solved analytically to obtain a simpleexpression for the altitude at which tumbling would cease and librationwould commence . the plate had only three degrees of freedom, andaerodynamic forces were derived from newtonian impact theory . in thelinear analysis, mean values of the drag and pitch damping coefficientsso that flutter occurs in the range of a low-speed wind tunnel .a particular type of construction for supersonic flutter models isdescribed in detail . methods of vibration testing, static testing, andflutter testing are discussed . particular emphasis is placed on thetechnique of varying flow parameters rather than model parameters toprecipitate flutter . the tool for varying flow parameters is thevariable mach number supersonic test section of the massachusettsinstitute of technology blowdown wind tunnel . the aerodynamic features of the supersonic test section are presented ."
"a note on the use of sandwich structures in severe acousticenvironments ."	"a note on the use of sandwich structures in severe acousticenvironments .this paper reviews some of the experience to date of using sandwich typestructures in severe acoustic pressure environments .  the methodsused for testing sandwich structures for acoustic fatigue are describedand their limitations considered .  experimental and theoretical workrelating to the damping and mode-frequency relationships of certainsandwich configurations is also reviewed .special attention is given to the estimation of the stress in the bondof a honeycomb sandwich panel subjected to sudden pressurefluctuations .  a /uni-modal/ theory is presented, relating themean-square bond-stress to the random exciting pressure and panel dynamiccharacteristics .  this theory indicates that tensile bond stressesmay be encountered of up to six times the local r.m.s. excitingpressure .  these must be combined with bending and shear stressesto obtain the principal stresses which precipitate bond fatiguefailures .finally, an outline is given of some of the lines of future researchwhich should lead to the achieving of the maximum possible fatigueresistance from sandwich configurations ."
"near noise field of a jet engine exhaust ."	"near noise field of a jet engine exhaust .  aircraft structures located in the near noise field of a jetengine are subjected to extremely high fluctuating pressures thatmay cause structural fatigue .  studies of such structures havebeen limited by lack of knowledge of the loadings involved .  the acoustic near field produced by the exhaust of a stationaryturbojet engine having a high pressure ratio was measured fora single operating condition without afterburning .  themaximum over-all sound pressure without afterburning was foundto be about 42 pounds per square foot along the jet boundary inthe region immediately downstream of the jet-nozzle exit .with afterburning the maximum sound pressure was increasedby 50 percent .  the largest sound pressures withoutafterburning were obtained on a constant percentage band width basis inthe frequency range from 350 to 700 cps .  additional tests were made at a few points to find the effectof jet velocity on near-field sound pressures and to determinethe difference in value between sound-pressure levels at rigidsurfaces and corresponding free-field values .  near the jetnozzle, over-all sound pressures were found to vary as a lowpower (approx. unity) of the jet velocity .  over-all sound-pressurelevels considerably greater than the corresponding free-fieldlevels were recorded at the surface of a rigid plate placed alongthe jet boundary .  the downstream locations of the maximum sound pressureat any given frequency along the jet-engine-exhaust boundaryand the longitudinal turbulent-velocity maximum of the samefrequency along a small cold-air jet at 1 nozzle-exit radius fromthe jet axis were found to be nearly the same when compared ona dimensionless basis .  also, the strouhal number of thecorresponding spectra maximums was found to be nearly equal atsimilar distances downstream .  in addition to the magnitude and frequency distribution ofthe acoustic pressures, it is necessary to know the crosscorrelation of the pressure over the surface area .  cross-correlationmeasurements with microphones were made for a range of jetvelocities at locations along the jet and at a distance from thejet .  free-field correlations of the over-all sound pressure andof the sound pressure in frequency bands from 100 to 1000 cpswere obtained both longitudinally and laterally .  in addition,correlations were obtained with microphones mounted at thesurface of a rigid plate that was large compared with thedistance over which a positive correlation existed .  the region of positive correlation was generally found toincrease with distance downstream of the engine to 6.5nozzle-exit diameters, but remained nearly constant thereafter .  ingeneral, little change in the correlation curves was found as afunction of jet velocity or frequency-band width .  the distancefrom unity correlation to the first zero correlation was greater forlateral than for longitudinal correlations for the sameconditions and locations .  the correlation curves obtained in freespace and on the surface of the plate were generally similar .  the results are interpreted in terms of pressure loads onsurfaces ."
"random excitation of a tailplane section by jet noise ."	"random excitation of a tailplane section by jet noise .  the response of a section of tailplane structure to both discreteand random noise pressures has been studied in detail .  initially thespecimen was mounted behind a jet engine and the induced strains wereanalysed with the object of determining both the resonant frequenciesand the corresponding modes of vibration .  during these tests a surveywas made of the spectrum and correlation pattern of the jet noise onthe surface of the model .  secondly the specimen was mounted in frontof a loudspeaker in an acoustics laboratory and the structuralresonances were excited by means of discrete frequency sound .  the modeshapes were studied in detail with the aid of a stroboscope .  it is concluded that the tailplane skin on this particular pieceof structure only responds to any significant degree in one structuralmode .  although reasonable comparison has been obtained between therandom and discrete tests, it was not possible to calculate the inducedstresses using the observed mode shapes and measured pressureexcitation ."
"on the fatigue failure of structures due to vibrations excitedby random pressure fields ."	"on the fatigue failure of structures due to vibrations excitedby random pressure fields .on the assumption that the forced modes of vibration of a structure,subjected to pressure fluctuations random in time and space, can beapproximated by the composition of the motions of the uncouplednatural modes, a general analysis is made using the ideas of vibrationtheory and spectrum analysis .  the power spectrum, and hence therms value, of any quantity depending linearly upon structuraldistortions is derived and it involves a quantity (called the /jointacceptance/) concerning the spacewise structure of the pressurefield and of the geometry of the modes of vibration .  it is shown howthis result may be used (on assuming /normal/ randomness) to estimatethe fatigue life on the hypothesis of cumulative damage ."
"structural acoustic proof testing ."	"structural acoustic proof testing .with the introduction of high-poweredpropulsion systems, and paralleling theircontinued development, anaccompanying increase in acoustical problems has arisen .  of these acoustical problems, that ofacoustical fatigue failures has become paramountin the eyes of the structural engineer .  aircraftdesigned to normal strength requirements havebeen known literally to fall apart under acousticalloading .  this problem has required muchendeavour to produce a solution, and considerablestructural research, based upon results of siren orother testing, have proved inadequate .  thisfailure to find a satisfactory solution has resultedin the conviction that the final proof of a designcan be found only in proof testing .  proof testing,in the acoustic fatigue sense, is the testing of adesign structure in a simulated acousticalenvironment for a period of time long enough to assureequality with design life ."
"the response of a typical aircraft structure to jetnoise ."	"the response of a typical aircraft structure to jetnoise .  an analysis is made of experimentally determined mode shapesexcited on the rear structure of a modern airliner by jet noise froma pod-mounted turbojet engine .  power spectra of stressesdetermined from strain-gage measurements are obtained and crosscorrelated .  extensive measurements were made on skin panels of thefuselage and elevator and limited ones were made on fuselagestringers and frames .  the skin-panel results are compared withtheoretical predictions .  reviewer believes that this paper is ofconsiderable value for those concerned with response ofaircraft-type structures to jet-induced noise ."
"on structural fatigue under random loading ."	"on structural fatigue under random loading .  experience has shown that the fluctuating loads induced by ajet may cause fatigue failure of aircraft structural components .in order to throw some light on this and similar problems, thestress spectrum and the /equivalent fatigue stress/ of an elasticstructure subjected to random loading are studied .  the analysisis simplified by assuming the structure to have only a singledegree of freedom and by using the concept of cumulative damage,the results being expressed in terms of quantities that can bedirectly measured .  as an example, a similarity expression forthe probable value of the equivalent fatigue stress of a panelsubjected to jet buffeting is derived ."
"a study of the acoustic fatigue characteristics ofsome flat and curved aluminium panels exposed to randomand discrete noise ."	"a study of the acoustic fatigue characteristics ofsome flat and curved aluminium panels exposed to randomand discrete noise .  a study was made of the fatiguelife of simple 2024-t3aluminum-alloy panels measuring 11 by 13inches and exposed to bothdiscrete-frequency noise from a siren andrandom noise from an air jet .  noiselevels varied from approximatelypanel variables included thickness,edge conditions, curvature, andstatic-pressure differential .  no significant differences were notedin the nature of failuresexperienced for the two types of loadings .at a given root-mean-squarestress level, the failure times weregenerally shorter for the randomloading than for the discrete-frequencyloading .  these differences infailure times were noted to be a functionof stress level, the largerdifferences occurring at the lower stress levels .  increases in time to failure wereobtained as a result of increasedpanel thickness, increased panel curvature,and particularly for increasedstatic-pressure differential across curved panels .  for the discrete-type loading,the location of weak points in thesesimplified structural designs can besatisfactorily accomplished butquantitative predictions of fatiguelife are much more difficult ."
"free vibrations of continuous skin stringer panels ."	"free vibrations of continuous skin stringer panels .the determination of the natural frequencies and normal modes ofvibration for continuous panels, representing more or less typical fuselageskin-panel construction for modern airplanes, is discussed in this paperare considered . a numerical example is presented, and analyticalresults for a particular structural configuration agree favorably withavailable experimental measurements ."
"stresses in continuous skin stiffener panels under random loading ."	"stresses in continuous skin stiffener panels under random loading .theoretical aspects involved in the prediction of stress levels forcontinuous skin-stiffener panels subjected to a random pressure fieldare considered in the light of powell's general theory for statisticalsuperposition of modal response . the choice of structural model isdictated by the prevalence of skin-stiffener construction in modernflight vehicle design . the present study clearly demonstrates that anytruly adequate prediction of stress levels in actual aircraft structures requires a much better representation of structural characteristicsthan can be provided by single panel idealizations . in an exampleconsidering fuselage panels exposed to jet engine noise, essentialagreement is shown with experimental data, although better correlation isshown for rms stress than for power spectrum . it is shown thatreduction of stress level by increasing damping is effective only in thehigher frequency range ."
"on the bending of a clamped plate ."	"on the bending of a clamped plate .  the present paper contains an applicationof a recently developed variationalmethod to the boundary value problem of thebending of a clamped plate ofarbitrary shape .  it will be shown that this problemcan be linked to the simpler problemof the equilibrium of a membrane by a chainof intermediate problems, which can besolved explicitly and in finite form in termsof the membrane problem .  in theintermediate problems, the deflection convergesuniformly in the domain of the plateof the clamped plate, and the derivativesof all orders of the deflection convergeuniformly in every domain completely interiorto the plate .  (in the ritz method, not eventhe convergence of the slopes can beguaranteed .)  the method yields numericalresults for plates of all shapes for whichthe membrane problem (which we shall callthe base problem) admits an explicitsolution .  as an example we shall consider aclamped square plate under a uniform load .this problem has been the object ofnumerous investigations, some of which aretheoretical, while others are purely numerical,use infinite simple and double series,and operate with an infinite number oflinear equations and an infinite number ofunknowns .  an inspection of the generalformulae derived in the present paper,formulae which become simple in numericalapplications, would show how some of thenumerical methods might be renderedrigorous .  the convergence of higherderivatives is of great practical interest forthe approximate computation of the stresses ."
"upper and lower bounds for the solution of the firstbiharmonic boundary value problem ."	"upper and lower bounds for the solution of the firstbiharmonic boundary value problem .  let w(x,y) be a solution of the boundary value problemwhere r is a planedomain with the boundary c .  the authors obtain upper andlower bounds for, the value of w at a point in r,by a method which is applicable to many other problems .  if u is a function satisfying the boundary conditionsand v is a function satisfying the partial differentialequation, then the authors obtain by applying green'sclassical identity and schwarz's inequality a pair of inequalitiesof the form where .  together with the function w the authors consider afunction the solution of the boundary value problemon c, and inanalogy with the functions u and v associated with thefunction w a pair of functions and associated with thefunction .  in the expression for derived from green'sclassical identity appears an unknown line integralcontaining the values of w and on c .  but the same lineintegral appears also in the expressions forto which the above inequalities areapplicable .  in this way the authors obtain two inequalities of the formwhere b and b', respectively, are approximatevalues of .  in order to improve these boundsone may add to u a linear set of functions and to v alinear set of functions and then minimize h(u-v) in orderto determine the coefficients of the best linear combinations .if the sequences and are complete in a certain sensedefined by the authors the approximations will converge tothe value ."
"on the analogues relating flexure and extension offlat plates ."	"on the analogues relating flexure and extension offlat plates .  the displacement of a flat plate bentby transverse loading, and the extensionalor in 'plane stress', are governed by equationsof identical form ,. and the boundaryconditions have identical form whenedge-displacements are specified in the flexural,edge-tractions in the extensional problem,so mathematically, in these circumstances,only a single problem is presented .  this,the 'first analogue' relating flexure andextension, is well known .  a 'second analogue', relating the flexuralproblem when edge-tractions with theextensional problem when edge-displacementsare specified, is believed to have beenfirst propounded in 1941 .  by introducingtwo quantities u and v, analogous withthe components u and v of extensionaldisplacement, it permits a treatment of theflexural problem by any method--e.g.which yields extensional solutions of thissecond type .  in this paper both analogues are combinedin an inclusive statement covering theperforated (multiply connected) plates whichwere discussed in 1948 .  reasons arestated for believing that 'two-diagram technique'is preferable in problems governedby 'mixed' boundary conditions ."
"the bending of a sectorial plate ."	"the bending of a sectorial plate .  the problem of evaluating the bending moments,existing in a uniformly loaded clamped plate having the formof a sector of a ring, is one which arises in connection withthe stress analysis of reinforced piston heads and in otherdesign problems .  in this paper, expressions are derivedfor the bending moments along the edges of such a plate .similar problems, i.e., those of the clamped rectangularplate under uniform pressure, under a centralconcentrated load, and that of the simply supported sector of adisk under uniform pressure, have been discussed byprevious authors .  the general approach used in theforegoing problems is adopted in the present case ,. aconsiderable reduction in the computational work is achieved,however, by the use of an integral-equation method ofsolving the boundary-condition equations .  numericalresults are obtained for plates of various dimensions, andthe edge moment distributions are plotted for these cases .curves are also plotted which indicate the relationshipexisting between the maximum bending moments derivedfor sectorial plates and those previously obtained forclamped rectangular plates of similar size ."
"the bending of uniformly loaded clamped plate in theform of a circular sector ."	"the bending of uniformly loaded clamped plate in theform of a circular sector .  the deflexion of a uniformly loadedplate in the form of a semicircle clampedalong its boundary is obtained by amethod due to weinstein .  this problemrequires the solution of the biharmonicequation where z is given,subject to the conditions that w = 0 andon the boundary, n being thedirection of the outward normal .  the solutionis expressed in the formwhere, writing is foundby solving (in succession) two harmonicequations of the forms where z maybe zero, and where f andhave to satisfy certain boundary conditions .the constants are then determinedto satisfy the boundary condition .  numerical calculations show that five or sixterms of the series give agood approximation to the accurate value asjudged by the closeness with whichthe approximate solution satisfies the boundarycondition .  theprocedure to be adopted in the case of the generalcircular sector and for non-uniformloading is indicated briefly .  the connexion between the deflexion problemand that of plane strain in whichthe stress function satisfies the equation,where and have givenvalues on the boundary, is discussed as a preliminaryto the further considerationof the latter problem by a method of the same type ."
"the bending of uniformly loaded sectorial plates withclamped edges ."	"the bending of uniformly loaded sectorial plates withclamped edges .  this paper analyzes the bending of a sectorial plate,clamped on all edges and subjected to uniformlydistributed load, by using two different methods of superpositionon the elementary solution for a uniformly loaded circularplate with a clamped edge ."
"the bending of a wedge shaped plate ."	"the bending of a wedge shaped plate .  a general method of solution is given in this paper forthe problem of bending of a wedge-shaped thin elasticplate with arbitrary boundary conditions on the radial edgesin the case of a single load .  the solution is carried out fora plate with clamped edges and a single load on the bisectorradius of the plate .  stress distribution along the edgesis shown and the behavior of the solution near the cornerpoint is discussed for several opening angles of the plate ."
"on the analysis of elastic plates of variable thickness ."	"on the analysis of elastic plates of variable thickness .  the extensional and flexural equationsgoverning the elastic behaviour of a plateof variable thickness are expressed interms of the laplacian operator .temperature variations in the plane of theplate and across the thickness of the plateare taken into account .  general solutions are given for a rectangularplate whose thickness variesexponentially along the length, and for a circular,or annular, plate whose thickness variesas a power of the radius .  the large-deflexion equations, includingeffects of initial irregularities, are alsodiscussed ."
"finding zero's of arbitrary functions ."	"finding zero's of arbitrary functions .  a method for finding real and complexroots of polynomial equations, due tod. muller, is applied to finding roots ofgeneral equations of the form f(z) = 0,where f(z) is analytic in the neighborhoodof the roots .  the procedure does notdepend on any prior knowledge of thelocation of the roots nor on any specialstarting process .  all that is required isthe ability to evaluate f(z) for anydesired value of z .  multiple roots can also beobtained .  a general purpose program,prepared for the univac scientific 1103and 1103a, is described and numericalresults are presented for the followingapplications ..  finding eigenvalues ofdifferential operators ,. finding eigenvalues ofarbitrary matrices ,. finding zeros of thegeneralized eigenvalue problem ,. findingroots of a number of transcendentalequations ."
"the buckling of thin cylindrical shells under axialcompression ."	"the buckling of thin cylindrical shells under axialcompression .in two previous papers the authors have discussedin detail the inadequacy of the classical theory ofthin shells in explaining the buckling phenomenon ofcylindrical and spherical shells .  it was shown thatnot only the calculated buckling load is 3 to 5 timeshigher than that found by experiments, but theobserved wave pattern of the buckled shell is also differentfrom that predicted .  furthermore, it was pointedout that the different explanations for this discrepancyadvanced by l. h. donnell and w. flugge areuntenable when certain conclusions drawn from theseexplanations are compared with the experimental facts .by a theoretical investigation on spherical shells theauthors were led to the belief that in general thebuckling phenomenon of curved shells can only beexplained by means of a non-linear large deflection theory .this point of view was substantiated by modelexperiments on slender columns with non-linear elasticsupport .  the non-linear characteristics of such structurescause the load necessary to keep the shell inequilibrium to drop very rapidly with increase in waveamplitude once the structure started to buckle .  thus, firstof all, a part of the elastic energy stored in the shell isreleased once the buckling has started,. this explainsthe observed rapidity of the buckling process .furthermore, as it was shown in one of the previous papersthe buckling load itself can be materially reduced byslight imperfections in the test specimen and vibrationsduring the testing process .  in this paper, the same ideas are applied to the caseof a thin uniform cylindrical shell under axialcompression .  first it is shown by an approximatecalculation that again the load sustained by the shell dropswith increasing deflection .  then the results of thiscalculation are used for a more detailed discussion ofthe buckling process as observed in an actual testingmachine ."
"the behaviour of a cylindrical shell under axial compressionwhen the buckling load has been exceeded ."	"the behaviour of a cylindrical shell under axial compressionwhen the buckling load has been exceeded .  the value of the compressive stress at whicha thin circular cylindrical shell becomes unstable has beenworked out theoretically by southwell (1914) .  subsequentexperimental results, however, have indicated that thisvalue is appreciably too high and that the form of distortionwhich occurs in practice differs from that assumed in theory .  in recent years much work has been done on this problemin america .  lundquist (1933) and donnell (1934)have concluded that the buckling of a cylindrical shell is greatlyinfluenced by initial irregularities,. von karman andtsien (1941) have indicated that a thin cylindrical shell can bemaintained in a buckled state by a compressive loadconsiderably smaller than that previously predicted by theory .  the present paper is an extension of the work of von karmanand tsien .  it shows that the smallest load which willkeep a thin cylindrical shell in a buckled condition is about one-thirdof that given by southwell, a result in very fairagreement with experiment, and that once the cylinder has buckled,and so long as the stresses remain within the elasticrange of the material, the cylinder has only about one-quarter of itsoriginal stiffness ."
"the behaviour of thin cylindrical shells after bucklingunder axial compression ."	"the behaviour of thin cylindrical shells after bucklingunder axial compression .  the fundamental investigations of von karman and tsienon the buckling of cylindrical shells under axial compressionare continued .  the energy expression is simplified andminimized with respect to the axial and circumferential wave-lengthparameters .  solution of the equations obtained yields curvesof the reduced average stress and of the wave dimensions plottedagainst the reduced average strain .  they illustrate the behaviorof the cylinder during the buckling process .  the minimumbuckling stress is found to be 0.195e(tr) ."
"post-buckling behaviour of axially compressed circularcylinder shells ."	"post-buckling behaviour of axially compressed circularcylinder shells .  the postbuckling characteristics of an axially compressedthin-walled circular cylindrical shell loaded either by dead weightsor by a rigid testing machine are determined .  it is shown thatfor either loading condition the minimum applied stress in thepostbuckling region is 0.182(er) and that the region of stableequilibrium corresponding to loading by the rigid testing machineincludes and extends beyond that obtained with dead weightloading .  the work here described is a continuation of work doneearlier by von karman and tsien, by michielsen, and by leggettand jones ."
"new developments in the nonlinear theories of the buckling of thincylindrical shells ."	"new developments in the nonlinear theories of the buckling of thincylindrical shells .in the present paper a short survey will be given first of the bucklingand postbuckling behavior of isotropic cylindrical shells subjectedto different loading conditions as obtained by the nonlinear theoryof finite deflections of shells during the last twenty years .next a report will be given on new investigations carried out in thestructures department of the dvl concerning the elastic stability ofisotropic and orthotropic cylindrical shells loaded in axial compressionand internal pressure .  these studies are based on the nonlinear theoryof finite deformations .  the theoretical rsults will be compared withnew experimental results obtained with a series of axially loadedpressurized isotropic and orthotropic cylindrical shells ."
"lower buckling load in the non-linear buckling theoryof thin shells ."	"lower buckling load in the non-linear buckling theoryof thin shells .  for thin shells the relation betweenthe load p and the deflection beyond theclassical buckling load is very oftennon-linear .  for instance, when a uniform thincircular cylinder is loaded in the axialdirection, the load p when plotted against theend-shortening has the characteristicshown in fig. 1 .  if the strain energy s and thetotal potential are calculated,their behavior can be represented by thecurves shown in figs. 2 and 3 .  it can bedemonstrated that the branches oc and abcorresponds to stable equilibrium configurationsand the branch bc to unstableequilibrium configurations .  the point b is thenthe point of transition from stable tounstable equilibrium configurations ."
"an automatic method for finding the greatest or leastvalue function ."	"an automatic method for finding the greatest or leastvalue function .the greatest or least value of a function of severalvariables is to be found when the variablesare restricted to a given region .  a method isdeveloped for dealing with this problem and iscompared with possible alternatives .  the methodcan be used on a digital computer, and isincorporated in a program for mercury ."
"aeroelastic problems in connection with high speedflight ."	"aeroelastic problems in connection with high speedflight .  a review is given of developmentsin the field of aeroelasticity during thepast ten years .  the effect of steadily increasingmach number has been two-fold ..  onthe one hand the aerodynamic derivatives havechanged, and in some cases brought newproblems, and on the other hand the design forhigher mach numbers has led to thinneraerofoils and more slender fuselages for whichthe required stiffness is more difficult toprovide .  both these aspects are discussed,and various methods of attack on theproblems are considered .  the relative meritsof stiffness, damping and massbalancefor the prevention of control surface flutter arediscussed .  a brief mention is made ofthe recent problems of damage from jet effluxand of the possible aeroelastic effectsof kinetic heating ."
"bodt freedom flutter of ground launched rocket modelsat supersonic and high subsonic speeds ."	"bodt freedom flutter of ground launched rocket modelsat supersonic and high subsonic speeds .  a theoretical investigation of symmetricbody freedom flutter of a rocket model is described .  the resultsconfirm that structural failures of models were causedby this type of flutter, and an extension of the investigationindicates the parameters that are of importance .  a highratio of body to wing mass and a well forward position of theoverall centre of gravity are conditions under which fluttermay occur .  increase of body pitching radius of gyrationand tailplane volume are beneficial .  it is concluded that this type of flutter may be significantin some aircraft designs, and that the canard has noadvantage in this respect over the conventional lay-out of wingand tailplane ."
"subsonic aerodynamic flutter derivatives for wings and control surfaces, /compressible and incompressible flow/ ."	"subsonic aerodynamic flutter derivatives for wings and control surfaces, /compressible and incompressible flow/ .this report gives tables of the two-dimensional subsonic flutterderivatives,. where possible the values given are based on the published work of various authors, but some have been specially calculated forthis report . wing derivatives are given for mach numbers 0, 0.5, 0.6and 0.7 for the frequency parameter range 0 /0.04/ 0.2 /0.2/ 1.6 andmach numbers 0 and 0.7 for frequency parameter 5.0 . control surfacederivatives are given for mach numbers 0 and 0.7 for control surface/wing chord ratios 0.02 /0.02/ 0.10 /0.05/ 0.50 and frequency parametersare also given for mach numbers 0, 0.5, 0.6 and 0.7 for frequencyparameter 0 /0.04/ 0.2 /0.2/ 1.4 . control surface-tab derivatives aregiven for some particular values of the variables and methods ofobtaining approximate values of these derivatives for other values ofthe variables are suggested . control surface and tab derivatives are in all cases for no aerodynamic balance ."
"the aerodynamic effects of aspect ratio and sweepbackon wing flutter ."	"the aerodynamic effects of aspect ratio and sweepbackon wing flutter .  the report describes tests to obtain directmeasurements of the aerodynamic effects of aspect ratio andsweepback on wing flutter .  the tests were made on rigidwings with root flexibilities .  it is shown that measured effects of aspect ratio andsweepback on the flutter of these wings can be representedquite closely in flutter calculations based on two-dimensionalflow theory by multiplying the two-dimensionalaerodynamic coefficients by appropriate factors .  the effect ofsweepback is represented by multiplying all aerodynamiccoefficients by cos, where is the wing leading-edgesweepback, and the effect of aspect ratio is represented bymultiplying the aerodynamic damping coefficients by 1f(a) and,the stiffness coefficients by 1(f(a)) where a is theaspect ratio .  for the wings tested an average value forf(a) is f(a) = (1 + (0.8a)) ."
"transonic flow in two dimensional and axially symmetricalnozzles ."	"transonic flow in two dimensional and axially symmetricalnozzles .  by means of suitable expansionsin inverse powers of r, theradius of curvature of the nozzle profileat the throat measured in throathalf-heights, the velocity componentsin the throat region of aconvergent-divergent nozzle can becalculated .  the first three terms ofthe series solution have been obtainedboth for two-dimensional and foraxially-symmetric nozzles .  thenumerical accuracy of the solution isconfirmed by comparison with theknown exact solution along the branchline ."
"a note on the use of end plates to prevent three dimensionalflow at the ends of bluff cylinders ."	"a note on the use of end plates to prevent three dimensionalflow at the ends of bluff cylinders .  the results are given ofsome observations of the effects ofend plates on the three-dimensionalseparated flow at the ends ofcylindrical models .  while these areby no means exhaustive, it is feltthat they are of sufficient interestto merit putting on record ."
"slender not-so-thin wing theory ."	"slender not-so-thin wing theory .  a method for making an approximate thickness correction to slenderthin-wing theory is presented .  the method is tested by applying it tocones with rhombic cross-sections and the agreement is found to be goodif the cones are not too thick .  it is then suggested that thethickness correction to slender thin-wing theory may be appliedunchanged to linear thin-wing theory .  this suggestion is compared withsome experiments on delta wings and it is found that there isconsiderable improvement over thin-wing theory near the centre line, but thatthis improvement is not maintained as the wing tips are approached ."
"development of a quasi-steady approach to flutter andcorrelation with kernel-function results ."	"development of a quasi-steady approach to flutter andcorrelation with kernel-function results .  the quasi-steady approach to flutter utilizes experimental ortheoretical steady-state aerodynamic data to arrive at increasedunderstanding of the flutter mechanism, and also, in many cases,acceptably accurate quantitative flutter predictions .circulation lag effects are neglected, but aerodynamic damping isincluded in the evaluation of the air forces .  situations requiringthe inclusion of rate aerodynamics for accurate flutter estimationare specified .  a quasi-unsteady approach is also discussed, in which theapproximate magnitude of the circulation lag function at flutteris included in simple modifications of quasi-steady parameters .  closed-form solutions are derived for the flutter characteristicsof a typical section with and without rate aerodynamics .application is then made to the rational flutter analysis ofthree-dimensional multi-degree-of-freedom lifting surfaces .  a specific planform is evaluated in the mach-number rangefrom zero to two .  quasi-steady, quasi-unsteady, andkernel-function results are compared subsonically .  quasi-steadyresults are utilized supersonically .  primary applications of the quasi-steady approach are in theareas of preliminary design and parameter-variation studies,modification of more sophisticated flutter theories to forcecompatibility with available steady-state data, and flutter evaluationof complex configurations which can be rationally analyzed bysteady-state aerodynamic theories, but for which no completeunsteady aerodynamic theories are presently available ."
"heat transfer through laminar boundary layers onsemi-infinite cylinders of arbitrary cross section ."	"heat transfer through laminar boundary layers onsemi-infinite cylinders of arbitrary cross section .  this paper shows how to calculate the rate of heat transferthrough a laminar boundary layer on a semi-infinite cylinder ofarbitrary cross section .  the cylinder is placed in a stream ofincompressible fluid, the flow at infinity being parallel to thegenerators, and is maintained at a uniform temperature .  aseries solution for small downstream distances and an asymptoticformula for large downstream distances are given .  to coverthe intermediate range an approximate pohlhausen solution isobtained,. a correction of the error involved in the pohlhausensolution is suggested which, it is believed, will lead to final errorsof at most 2 percent .  the calculations are applied to ellipticcylinders, and illustrate the effect on the local rate of heat transferof varying the ratio of the major and minor axes of cross section,the length of perimeter being held fixed ."
"oscillatory derivative measurements on sting-mountedwind tunnel models method of test and results for pitchand yaw on a cambered ogee wing at mach numbers upto 2. 6."	"oscillatory derivative measurements on sting-mountedwind tunnel models method of test and results for pitchand yaw on a cambered ogee wing at mach numbers upto 2. 6.  this report describes a method which has been developed for measuringoscillatory derivatives on sting-mounted models in the 8 ft by 8 ftsupersonic tunnel at r.a.e. bedford .  direct and cross derivatives withrespect to angular displacements and velocities in pitch and yaw havebeen measured satisfactorily, and results are given of tests on acambered ogee wing at six mach numbers from 0.2 to 2.6 .  some testswere made on this model in the course of the preliminary developmentwork in the 13 ft by 9 ft low speed wind tunnel, and results of theseare included ."
"further comments on the inversion of large structural matrices ."	"further comments on the inversion of large structural matrices .in a recent note, klein referred to a paper co-authored by the writer,and to ref. 3 .  regarding the subject of inversion of large-ordermatrices, klein stated that he would show 'that the situation is not ashopeless as the anove-mentioned authors intimate' .the purpose of this note is not to take exception to klein/sconclusions, but rather to disagree with his implication that theauthors of ref. 2 were pessimistic with respect to large-matrixinversions .  two general methods of analysis were treated..  themethod of consistent distortion and the method of transfer matrices .the first method leads directly to a relatively large matrix ofstructural coefficients of both internal forces and displacements .this matrix must be inverted to solve the problem .  the second methodultimately produces a relatively small matrix requiring inversion.,however, to arrive at this point one must perform a number of matrixmultiplications ."
